TIRF Data File: Project 1320; Run 115
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
sec	kph	rpm	deg	deg	cm	cm	kPa	N	N	N	N-m	N-m	none	none	deg C	deg C	deg C	deg C	deg F	none	SAE
323.240	40.85	337.11	-2.974	0.025	25.520	32.108	95.82	-1443.33	381.33	-703.85	27.01	-21.07	2.05	-0.54	40.35	66.53	91.61	88.56	80.19	-0.205	-0.198
323.260	40.80	338.72	-2.974	0.028	25.522	31.916	95.96	-1378.34	346.49	-652.95	20.60	-10.35	2.11	-0.53	40.54	66.47	91.61	88.55	80.19	-0.200	-0.193
323.280	40.70	339.97	-2.977	0.027	25.520	31.722	95.82	-1305.41	326.83	-622.90	11.56	1.22	2.10	-0.52	40.62	66.42	91.63	88.49	80.18	-0.196	-0.188
323.300	40.58	340.67	-2.977	0.027	25.522	31.562	95.89	-1300.55	337.03	-613.07	5.14	-3.21	2.12	-0.55	40.60	66.34	91.59	88.40	80.20	-0.191	-0.184
323.320	40.46	340.98	-2.981	0.022	25.525	31.443	95.89	-1358.85	364.27	-641.11	9.45	-15.87	2.12	-0.57	40.50	66.31	91.59	88.39	80.17	-0.188	-0.181
323.340	40.36	341.26	-2.971	0.028	25.520	31.338	95.76	-1425.24	384.27	-685.94	9.74	-19.91	2.08	-0.56	40.35	66.29	91.61	88.39	80.21	-0.186	-0.178
323.360	40.26	341.80	-2.981	0.027	25.518	31.212	95.96	-1492.93	405.72	-715.02	5.12	-26.97	2.09	-0.57	40.19	66.34	91.61	88.47	80.17	-0.182	-0.175
323.380	40.17	342.82	-2.980	0.022	25.519	31.044	95.82	-1526.60	438.49	-723.23	10.37	-33.05	2.11	-0.61	39.97	66.31	91.59	88.53	80.20	-0.178	-0.170
323.400	40.06	344.15	-2.980	0.027	25.518	30.841	95.89	-1478.99	464.18	-702.05	21.52	-22.55	2.11	-0.66	39.52	66.31	91.59	88.59	80.18	-0.173	-0.165
323.420	39.97	345.52	-2.980	0.024	25.521	30.648	95.89	-1415.46	459.45	-662.04	25.62	-11.18	2.14	-0.69	39.50	66.29	91.55	88.60	80.19	-0.167	-0.159
323.440	39.89	346.57	-2.972	0.024	25.519	30.497	95.82	-1372.02	433.63	-614.38	16.49	-5.62	2.23	-0.71	39.28	66.19	91.45	88.58	80.20	-0.163	-0.155
323.460	39.79	347.47	-2.978	0.025	25.517	30.344	95.89	-1342.49	418.10	-582.83	5.26	-2.56	2.30	-0.72	38.85	66.06	91.37	88.50	80.17	-0.159	-0.151
323.480	39.71	347.78	-2.977	0.025	25.513	30.256	95.89	-1352.11	435.38	-588.08	5.28	-7.54	2.30	-0.74	38.70	66.00	91.31	88.45	80.20	-0.157	-0.149
323.500	39.65	347.94	-2.977	0.025	25.505	30.196	95.96	-1410.21	458.35	-631.92	9.59	-15.96	2.23	-0.73	38.52	65.96	91.20	88.42	80.17	-0.155	-0.147
323.520	39.60	348.10	-2.978	0.027	25.500	30.140	95.76	-1484.15	476.92	-675.96	3.23	-20.19	2.20	-0.71	38.30	65.90	91.18	88.45	80.20	-0.154	-0.145
323.540	39.55	348.68	-2.978	0.025	25.495	30.054	95.82	-1538.34	527.44	-698.14	0.75	-24.11	2.20	-0.76	38.15	65.85	91.12	88.50	80.17	-0.152	-0.143
323.560	39.54	349.78	-2.977	0.024	25.497	29.949	95.89	-1532.39	574.69	-705.55	11.13	-24.52	2.17	-0.81	38.03	65.82	91.04	88.56	80.19	-0.149	-0.140
323.580	39.56	351.10	-2.974	0.028	25.490	29.854	95.89	-1483.65	565.76	-691.03	20.49	-19.25	2.15	-0.82	37.93	65.77	90.98	88.58	80.19	-0.146	-0.137
323.600	39.63	352.39	-2.974	0.028	25.496	29.801	95.96	-1420.73	529.70	-654.68	18.79	-9.45	2.17	-0.81	37.79	65.72	90.89	88.53	80.18	-0.144	-0.135
323.620	39.70	353.29	-2.978	0.022	25.492	29.774	95.76	-1372.43	508.10	-608.44	7.26	0.47	2.26	-0.84	37.75	65.60	90.82	88.47	80.21	-0.144	-0.135
323.640	39.79	353.80	-2.978	0.028	25.483	29.797	95.96	-1378.48	510.68	-604.93	4.89	-2.95	2.28	-0.84	37.61	65.50	90.70	88.43	80.16	-0.145	-0.135
323.660	39.90	354.04	-2.980	0.028	25.477	29.861	95.96	-1420.65	503.10	-632.60	3.77	-10.47	2.25	-0.80	37.52	65.44	90.63	88.40	80.20	-0.147	-0.137
323.680	40.04	354.19	-2.977	0.027	25.471	29.953	95.82	-1479.06	501.64	-674.68	-3.22	-14.71	2.19	-0.74	37.52	65.40	90.59	88.42	80.17	-0.150	-0.140
323.700	40.17	354.58	-2.978	0.027	25.473	30.017	95.89	-1559.15	545.31	-713.65	-2.61	-25.75	2.18	-0.76	37.59	65.43	90.59	88.46	80.20	-0.151	-0.142
323.720	40.29	355.48	-2.975	0.028	25.471	30.028	95.82	-1587.68	588.38	-734.43	6.19	-29.03	2.16	-0.80	37.61	65.34	90.57	88.47	80.18	-0.152	-0.142
323.740	40.41	356.77	-2.975	0.024	25.476	30.010	95.96	-1542.27	580.32	-747.53	16.68	-19.62	2.06	-0.78	37.63	65.36	90.51	88.53	80.19	-0.151	-0.142
323.760	40.51	358.10	-2.974	0.027	25.477	29.974	95.82	-1496.10	538.08	-723.77	18.37	-14.10	2.07	-0.74	37.65	65.33	90.48	88.52	80.19	-0.150	-0.141
323.780	40.63	359.19	-2.988	0.025	25.481	29.968	95.82	-1435.18	513.73	-664.69	12.14	-5.16	2.16	-0.77	37.61	65.27	90.43	88.46	80.18	-0.150	-0.140
323.800	40.74	359.94	-2.977	0.024	25.478	29.993	95.89	-1386.69	509.46	-633.76	8.20	1.47	2.19	-0.80	37.58	65.18	90.37	88.37	80.20	-0.151	-0.141
323.820	40.90	360.17	-2.972	0.021	25.482	30.087	95.89	-1402.85	484.52	-640.66	2.55	-7.02	2.19	-0.76	37.77	65.17	90.30	88.33	80.17	-0.153	-0.144
323.840	41.00	360.21	-2.978	0.027	25.481	30.159	95.82	-1466.26	464.34	-679.39	-0.62	-15.70	2.16	-0.68	37.67	65.14	90.30	88.31	80.19	-0.155	-0.146
323.860	41.06	360.21	-2.975	0.028	25.479	30.203	95.82	-1530.60	498.28	-718.73	-0.25	-18.80	2.13	-0.69	37.75	65.17	90.30	88.34	80.17	-0.156	-0.147
323.880	41.09	360.68	-2.975	0.031	25.484	30.188	95.82	-1570.60	552.33	-740.48	5.89	-24.71	2.12	-0.75	37.89	65.18	90.27	88.37	80.19	-0.156	-0.147
323.900	41.10	361.50	-2.975	0.025	25.489	30.126	95.82	-1549.51	556.03	-733.66	12.63	-25.34	2.11	-0.76	38.07	65.20	90.24	88.39	80.19	-0.154	-0.145
323.920	41.09	362.44	-2.974	0.033	25.495	30.041	95.82	-1481.26	527.57	-705.29	18.31	-16.57	2.10	-0.75	38.13	65.21	90.22	88.39	80.19	-0.151	-0.142
323.940	41.05	363.30	-2.972	0.027	25.495	29.940	95.82	-1413.23	506.88	-661.02	18.13	-5.45	2.14	-0.77	38.30	65.12	90.14	88.33	80.20	-0.148	-0.140
323.960	41.00	363.88	-2.974	0.033	25.497	29.854	95.96	-1362.20	491.27	-622.68	9.51	-0.16	2.19	-0.79	38.58	65.09	90.08	88.24	80.17	-0.146	-0.137
323.980	40.92	363.88	-2.978	0.022	25.498	29.793	95.82	-1355.83	479.60	-611.61	3.62	-5.44	2.22	-0.78	38.85	65.05	90.02	88.20	80.20	-0.144	-0.135
324.000	40.81	363.77	-2.975	0.025	25.497	29.728	95.76	-1390.07	482.26	-640.49	1.27	-12.60	2.17	-0.75	39.17	65.03	90.00	88.16	80.17	-0.142	-0.133
324.020	40.71	363.65	-2.978	0.021	25.500	29.663	95.82	-1435.09	517.64	-697.79	3.00	-17.64	2.06	-0.74	39.38	65.02	89.96	88.16	80.20	-0.140	-0.131
324.040	40.61	363.73	-2.977	0.021	25.498	29.585	95.82	-1470.15	562.60	-746.48	5.00	-22.13	1.97	-0.75	39.89	65.02	89.97	88.20	80.18	-0.138	-0.129
324.060	40.52	364.28	-2.969	0.022	25.501	29.473	95.89	-1465.17	586.86	-762.95	11.00	-23.04	1.92	-0.77	40.17	65.08	89.99	88.24	80.19	-0.135	-0.126
324.080	40.42	365.10	-2.974	0.030	25.504	29.336	95.82	-1419.76	586.80	-725.73	16.38	-17.75	1.96	-0.81	40.37	65.08	89.94	88.23	80.19	-0.131	-0.122
324.100	40.32	365.92	-2.978	0.022	25.507	29.199	95.89	-1338.32	579.33	-670.77	19.00	-6.24	2.00	-0.86	40.46	64.99	89.91	88.18	80.17	-0.126	-0.118
324.120	40.26	366.54	-2.971	0.030	25.508	29.102	95.89	-1265.07	562.35	-635.57	14.16	4.02	1.99	-0.88	40.42	64.95	89.83	88.11	80.20	-0.124	-0.115
324.140	40.19	366.74	-2.978	0.024	25.509	29.036	95.89	-1253.82	538.69	-630.20	3.74	-0.34	1.99	-0.85	40.09	64.90	89.78	88.05	80.16	-0.121	-0.113
324.160	40.12	366.66	-2.980	0.022	25.511	28.991	95.82	-1294.65	537.98	-655.00	0.18	-9.96	1.98	-0.82	40.15	64.87	89.74	88.01	80.20	-0.120	-0.111
324.180	40.02	366.54	-2.981	0.024	25.511	28.926	95.82	-1346.54	591.23	-688.11	0.28	-13.59	1.96	-0.86	40.09	64.86	89.70	88.00	80.18	-0.118	-0.109
324.200	39.90	366.85	-2.977	0.024	25.511	28.818	95.96	-1402.39	668.80	-716.97	3.86	-22.59	1.96	-0.93	39.91	64.80	89.66	88.05	80.19	-0.115	-0.106
324.220	39.80	367.64	-2.975	0.024	25.515	28.683	95.96	-1401.04	713.85	-729.71	10.92	-26.77	1.92	-0.98	39.52	64.77	89.61	88.10	80.19	-0.110	-0.102
324.240	39.70	368.73	-2.977	0.034	25.513	28.530	95.89	-1328.57	713.62	-705.86	15.75	-16.79	1.88	-1.01	39.36	64.79	89.56	88.10	80.18	-0.106	-0.097
324.260	39.66	369.75	-2.981	0.024	25.517	28.422	95.82	-1255.47	701.34	-653.73	16.03	-7.80	1.92	-1.07	38.95	64.67	89.44	88.04	80.20	-0.102	-0.094
324.280	39.62	370.61	-2.975	0.031	25.515	28.326	95.89	-1199.72	681.64	-606.12	10.75	0.07	1.98	-1.12	38.83	64.58	89.33	88.00	80.16	-0.099	-0.090
324.300	39.60	370.92	-2.978	0.027	25.516	28.285	95.89	-1184.14	654.59	-590.20	3.44	0.57	2.01	-1.11	38.58	64.49	89.23	87.94	80.21	-0.098	-0.089
324.320	39.57	371.00	-2.975	0.028	25.512	28.263	95.96	-1230.29	656.66	-614.32	2.32	-9.68	2.00	-1.07	38.32	64.42	89.12	87.88	80.17	-0.097	-0.088
324.340	39.55	371.11	-2.971	0.025	25.509	28.237	95.89	-1279.84	695.48	-663.27	3.15	-13.29	1.93	-1.05	38.11	64.35	89.09	87.89	80.19	-0.097	-0.088
324.360	39.55	371.54	-2.975	0.025	25.505	28.201	95.96	-1318.29	760.42	-696.34	0.72	-16.06	1.89	-1.09	37.89	64.32	88.99	87.92	80.18	-0.096	-0.086
324.380	39.57	372.37	-2.978	0.021	25.504	28.156	95.82	-1326.57	813.83	-710.79	5.88	-24.02	1.87	-1.14	37.69	64.27	88.95	87.94	80.18	-0.094	-0.085
324.400	39.60	373.54	-2.980	0.024	25.501	28.087	95.96	-1272.85	820.85	-704.18	17.70	-19.68	1.81	-1.17	37.52	64.20	88.84	87.95	80.19	-0.092	-0.083
324.420	39.65	374.71	-2.978	0.022	25.507	28.036	95.89	-1199.71	783.56	-667.67	21.35	-7.05	1.80	-1.17	37.42	64.10	88.74	87.92	80.17	-0.090	-0.081
324.440	39.76	375.65	-2.980	0.022	25.503	28.041	95.89	-1162.38	735.62	-616.37	10.43	1.37	1.89	-1.19	37.03	64.01	88.60	87.85	80.20	-0.091	-0.081
324.460	39.89	376.27	-2.981	0.025	25.497	28.086	95.96	-1174.88	709.14	-599.15	1.82	0.40	1.96	-1.18	37.06	63.94	88.46	87.76	80.17	-0.092	-0.083
324.480	40.00	376.63	-2.977	0.022	25.496	28.139	95.89	-1236.74	714.93	-635.41	6.47	-10.46	1.95	-1.13	37.10	63.85	88.43	87.73	80.21	-0.094	-0.084
324.500	40.10	377.25	-2.978	0.020	25.492	28.164	95.82	-1302.92	741.23	-679.42	2.54	-17.34	1.92	-1.09	37.08	63.82	88.32	87.66	80.17	-0.095	-0.085
324.520	40.20	378.07	-2.978	0.024	25.491	28.172	95.89	-1324.78	787.31	-718.40	-1.68	-16.46	1.84	-1.10	37.10	63.81	88.27	87.69	80.19	-0.095	-0.086
324.540	40.32	379.36	-2.974	0.028	25.486	28.164	95.82	-1333.46	841.33	-733.90	7.28	-20.92	1.82	-1.15	37.12	63.79	88.27	87.75	80.18	-0.095	-0.085
324.560	40.46	380.73	-2.977	0.028	25.488	28.154	95.96	-1304.52	842.23	-731.23	18.44	-19.53	1.78	-1.15	37.12	63.73	88.18	87.71	80.18	-0.095	-0.085
324.580	40.56	382.10	-2.972	0.027	25.491	28.127	95.89	-1245.10	797.95	-695.81	17.41	-7.15	1.79	-1.15	37.14	63.72	88.03	87.65	80.19	-0.094	-0.084
324.600	40.67	383.23	-2.980	0.025	25.493	28.115	95.89	-1208.43	754.95	-645.17	9.74	0.26	1.87	-1.17	37.06	63.66	87.94	87.58	80.16	-0.093	-0.084
324.620	40.75	383.82	-2.980	0.024	25.495	28.130	95.89	-1200.23	729.95	-626.73	3.03	-0.31	1.92	-1.16	37.10	63.59	87.86	87.53	80.19	-0.094	-0.084
324.640	40.82	384.13	-2.975	0.030	25.494	28.159	95.82	-1233.42	723.57	-654.89	1.21	-7.52	1.88	-1.10	37.10	63.56	87.78	87.49	80.16	-0.095	-0.085
324.660	40.86	384.29	-2.978	0.030	25.494	28.173	96.02	-1302.54	747.88	-706.25	3.06	-16.19	1.84	-1.06	37.46	63.51	87.72	87.46	80.20	-0.095	-0.086
324.680	40.87	384.68	-2.980	0.024	25.495	28.147	95.89	-1335.95	806.82	-740.13	5.17	-19.18	1.81	-1.09	37.30	63.47	87.69	87.49	80.17	-0.094	-0.085
324.700	40.84	385.34	-2.971	0.034	25.493	28.083	95.89	-1325.30	852.32	-739.48	10.96	-24.11	1.79	-1.15	37.40	63.49	87.62	87.45	80.18	-0.092	-0.083
324.720	40.80	386.16	-2.972	0.022	25.501	27.991	95.89	-1272.69	840.86	-708.11	15.52	-20.80	1.80	-1.19	37.44	63.49	87.55	87.42	80.19	-0.089	-0.080
324.740	40.73	386.79	-2.978	0.022	25.505	27.901	95.96	-1171.67	801.30	-657.45	14.15	-2.87	1.78	-1.22	37.58	63.38	87.42	87.42	80.17	-0.086	-0.077
324.760	40.65	387.10	-2.978	0.022	25.507	27.824	95.89	-1114.05	762.37	-620.24	7.83	3.58	1.80	-1.23	37.77	63.35	87.28	87.34	80.21	-0.083	-0.074
324.780	40.57	387.02	-2.974	0.030	25.508	27.773	95.82	-1119.18	741.33	-619.11	2.72	-4.14	1.81	-1.20	37.97	63.30	87.18	87.24	80.16	-0.082	-0.072
324.800	40.48	386.63	-2.980	0.027	25.508	27.740	95.96	-1144.66	757.24	-650.09	0.72	-10.32	1.76	-1.16	38.28	63.28	87.06	87.23	80.20	-0.080	-0.071
324.820	40.37	386.40	-2.977	0.028	25.506	27.683	95.89	-1180.01	815.26	-696.46	1.50	-17.61	1.69	-1.17	38.54	63.27	87.03	87.23	80.17	-0.079	-0.069
324.840	40.27	386.51	-2.977	0.028	25.508	27.605	95.82	-1164.59	878.81	-738.55	5.38	-19.68	1.58	-1.19	38.99	63.27	86.98	87.20	80.19	-0.076	-0.067
324.860	40.17	387.06	-2.980	0.021	25.510	27.498	95.89	-1097.59	914.91	-753.36	14.11	-17.70	1.46	-1.21	39.13	63.24	86.92	87.21	80.19	-0.072	-0.063
324.880	40.09	387.53	-2.975	0.030	25.510	27.411	95.82	-1033.61	902.95	-724.28	17.97	-14.72	1.43	-1.25	39.48	63.18	86.85	87.20	80.17	-0.069	-0.060
324.900	40.01	388.15	-2.974	0.030	25.516	27.313	95.89	-974.91	872.43	-664.81	14.54	-4.57	1.47	-1.31	39.50	63.11	86.69	87.14	80.20	-0.066	-0.057
324.920	39.97	388.35	-2.978	0.025	25.518	27.270	95.82	-938.14	857.86	-620.94	8.73	-1.70	1.51	-1.38	39.82	63.00	86.54	87.04	80.17	-0.064	-0.055
324.940	39.91	388.74	-2.974	0.025	25.520	27.205	95.89	-928.55	848.02	-633.56	4.88	-10.20	1.47	-1.34	39.76	62.92	86.41	87.02	80.20	-0.062	-0.053
324.960	39.84	388.98	-2.971	0.024	25.517	27.135	95.82	-923.09	875.47	-679.01	0.55	-14.85	1.36	-1.29	39.95	62.87	86.30	86.97	80.16	-0.060	-0.051
324.980	39.76	389.33	-2.971	0.027	25.518	27.056	95.96	-909.46	962.27	-727.33	-1.54	-20.37	1.25	-1.32	39.64	62.80	86.19	86.98	80.20	-0.057	-0.048
325.000	39.68	389.87	-2.978	0.030	25.519	26.964	96.02	-878.84	1052.04	-753.59	4.52	-29.07	1.17	-1.40	39.48	62.77	86.10	86.98	80.18	-0.054	-0.045
325.020	39.65	390.69	-2.974	0.030	25.527	26.889	96.02	-816.56	1094.92	-727.86	10.77	-26.71	1.12	-1.50	39.36	62.70	86.00	86.95	80.19	-0.051	-0.042
325.040	39.65	391.48	-2.980	0.022	25.531	26.835	96.09	-759.77	1090.31	-667.59	13.98	-17.10	1.14	-1.63	39.15	62.62	85.86	86.92	80.19	-0.049	-0.040
325.060	39.67	392.26	-2.978	0.028	25.532	26.797	96.16	-714.78	1051.44	-612.23	12.11	-7.68	1.17	-1.72	39.09	62.54	85.67	86.87	80.17	-0.047	-0.039
325.080	39.70	392.84	-2.981	0.033	25.533	26.776	96.16	-690.97	1003.42	-594.83	4.22	-6.26	1.16	-1.69	38.62	62.42	85.47	86.81	80.21	-0.046	-0.038
325.100	39.73	393.43	-2.981	0.025	25.530	26.755	96.09	-696.49	1004.81	-612.33	-1.05	-13.87	1.14	-1.64	38.54	62.35	85.29	86.73	80.16	-0.046	-0.037
325.120	39.76	394.10	-2.974	0.025	25.528	26.732	96.16	-686.30	1077.32	-666.45	2.88	-18.75	1.03	-1.62	38.11	62.27	85.14	86.73	80.20	-0.045	-0.036
325.140	39.77	394.84	-2.975	0.024	25.529	26.691	96.29	-658.31	1176.02	-708.31	4.07	-25.93	0.93	-1.66	37.91	62.18	84.99	86.72	80.17	-0.044	-0.035
325.160	39.77	395.70	-2.983	0.022	25.525	26.630	96.16	-619.66	1241.65	-721.57	8.01	-35.03	0.86	-1.72	37.65	62.14	84.85	86.72	80.19	-0.042	-0.033
325.180	39.80	396.67	-2.980	0.025	25.522	26.583	96.23	-561.62	1225.12	-707.64	17.36	-27.84	0.79	-1.73	37.30	62.05	84.65	86.72	80.17	-0.040	-0.031
325.200	39.83	397.46	-2.978	0.024	25.529	26.552	96.23	-514.50	1154.70	-652.34	18.08	-12.90	0.79	-1.77	37.32	61.98	84.47	86.62	80.18	-0.039	-0.030
325.220	39.90	398.28	-2.983	0.022	25.527	26.544	96.23	-509.04	1093.78	-602.75	8.50	-5.45	0.84	-1.81	37.14	61.85	84.24	86.58	80.19	-0.038	-0.029
325.240	39.98	399.06	-2.983	0.021	25.525	26.548	96.29	-533.38	1072.94	-597.99	0.08	-8.75	0.89	-1.79	36.65	61.79	84.02	86.50	80.16	-0.039	-0.030
325.260	40.08	399.80	-2.980	0.022	25.519	26.560	96.23	-567.53	1106.80	-650.46	2.62	-18.98	0.87	-1.70	36.81	61.72	83.86	86.43	80.21	-0.039	-0.030
325.280	40.16	400.66	-2.984	0.024	25.519	26.559	96.23	-574.43	1167.38	-711.23	-0.14	-26.61	0.81	-1.64	36.59	61.64	83.70	86.45	80.16	-0.039	-0.030
325.300	40.25	401.56	-2.981	0.027	25.518	26.558	96.29	-549.43	1225.20	-739.88	-1.55	-27.62	0.74	-1.66	36.63	61.63	83.56	86.42	80.20	-0.039	-0.030
325.320	40.32	402.38	-2.983	0.021	25.517	26.553	96.29	-547.72	1260.91	-730.20	11.36	-28.96	0.75	-1.73	36.53	61.59	83.43	86.39	80.18	-0.039	-0.030
325.340	40.42	403.28	-2.981	0.025	25.520	26.555	96.29	-542.80	1209.27	-687.36	18.76	-21.21	0.79	-1.76	36.51	61.53	83.20	86.33	80.19	-0.039	-0.030
325.360	40.48	404.18	-2.980	0.028	25.518	26.536	96.16	-523.23	1116.52	-633.76	12.46	-8.05	0.83	-1.76	36.47	61.44	82.98	86.29	80.19	-0.038	-0.029
325.380	40.50	405.00	-2.977	0.025	25.520	26.497	96.16	-515.50	1074.89	-611.43	1.98	-5.69	0.84	-1.76	36.46	61.37	82.79	86.17	80.17	-0.037	-0.028
325.400	40.53	405.74	-2.980	0.021	25.521	26.467	96.16	-531.71	1113.57	-638.25	-1.39	-15.04	0.83	-1.74	36.44	61.35	82.65	86.08	80.20	-0.036	-0.027
325.420	40.57	406.33	-2.977	0.024	25.521	26.456	96.23	-534.43	1198.46	-692.73	1.94	-23.91	0.77	-1.73	36.44	61.31	82.50	86.07	80.17	-0.035	-0.026
325.440	40.60	406.99	-2.980	0.015	25.523	26.431	96.29	-512.59	1266.30	-741.64	6.07	-30.72	0.69	-1.71	36.42	61.26	82.38	86.04	80.21	-0.034	-0.025
325.460	40.61	407.42	-2.977	0.022	25.523	26.412	96.23	-477.88	1278.55	-754.67	10.07	-34.10	0.63	-1.69	36.44	61.26	82.27	86.02	80.17	-0.034	-0.025
325.480	40.60	407.77	-2.980	0.022	25.527	26.380	96.29	-443.13	1233.73	-712.15	13.66	-27.29	0.62	-1.73	36.24	61.18	82.11	85.98	80.19	-0.032	-0.023
325.500	40.55	408.13	-2.981	0.025	25.528	26.324	96.23	-405.32	1172.21	-647.63	13.29	-11.07	0.63	-1.81	36.53	61.15	81.97	85.91	80.18	-0.030	-0.021
325.520	40.50	408.28	-2.978	0.024	25.527	26.281	96.29	-381.62	1136.94	-606.99	9.40	-5.49	0.63	-1.87	36.57	61.13	81.84	85.81	80.18	-0.029	-0.020
325.540	40.49	408.32	-2.975	0.025	25.530	26.275	96.09	-387.64	1132.58	-610.18	3.40	-17.98	0.64	-1.86	36.67	61.12	81.67	85.73	80.19	-0.028	-0.020
325.560	40.52	408.24	-2.980	0.027	25.532	26.296	96.23	-380.43	1164.76	-655.29	-1.86	-26.97	0.58	-1.78	36.67	61.04	81.59	85.66	80.16	-0.029	-0.020
325.580	40.52	408.36	-2.972	0.025	25.530	26.291	96.23	-329.53	1227.38	-712.53	-3.18	-28.96	0.46	-1.72	36.91	61.04	81.51	85.68	80.20	-0.029	-0.020
325.600	40.47	408.56	-2.978	0.018	25.530	26.248	96.36	-271.44	1285.53	-740.78	3.72	-35.07	0.37	-1.74	37.14	61.03	81.45	85.60	80.15	-0.027	-0.019
325.620	40.41	408.71	-2.978	0.030	25.529	26.196	96.29	-224.83	1279.97	-728.75	16.47	-33.91	0.31	-1.76	37.38	61.06	81.35	85.60	80.20	-0.025	-0.017
325.640	40.34	408.87	-2.984	0.024	25.534	26.143	96.29	-184.21	1211.08	-668.30	18.34	-22.33	0.28	-1.81	37.65	60.99	81.26	85.50	80.17	-0.023	-0.015
325.660	40.28	409.10	-2.980	0.028	25.536	26.089	96.16	-154.27	1133.38	-616.40	8.82	-13.35	0.25	-1.84	37.95	60.94	81.10	85.40	80.19	-0.021	-0.013
325.680	40.25	409.38	-2.974	0.024	25.533	26.051	96.16	-126.41	1094.46	-611.64	-0.83	-14.03	0.21	-1.79	38.28	60.88	80.98	85.29	80.19	-0.020	-0.011
325.700	40.22	409.61	-2.980	0.022	25.535	26.018	96.29	-92.18	1102.51	-658.24	-3.51	-23.06	0.14	-1.67	38.54	60.88	80.96	85.18	80.17	-0.019	-0.010
325.720	40.20	409.88	-2.983	0.022	25.531	25.988	96.16	-41.57	1169.99	-715.40	-1.74	-33.24	0.06	-1.64	38.75	60.88	80.85	85.16	80.20	-0.018	-0.009
325.740	40.18	410.12	-2.978	0.030	25.531	25.958	96.29	53.09	1240.72	-743.00	-0.36	-38.00	-0.07	-1.67	38.93	60.90	80.82	85.13	80.16	-0.016	-0.008
325.760	40.16	410.47	-2.977	0.028	25.536	25.921	96.16	105.93	1251.12	-737.35	5.52	-40.17	-0.14	-1.70	39.03	60.88	80.82	85.10	80.20	-0.015	-0.006
325.780	40.11	410.90	-2.983	0.027	25.542	25.867	96.23	125.63	1187.71	-690.90	8.48	-30.30	-0.18	-1.72	39.05	60.88	80.74	85.04	80.16	-0.013	-0.004
325.800	40.05	411.56	-2.978	0.021	25.541	25.786	96.36	182.88	1113.18	-634.59	7.75	-15.75	-0.29	-1.75	39.01	60.83	80.63	84.94	80.19	-0.010	-0.001
325.820	40.00	412.54	-2.981	0.027	25.546	25.692	96.29	239.25	1069.22	-603.70	0.45	-15.74	-0.40	-1.77	38.73	60.80	80.55	84.82	80.18	-0.006	0.003
325.840	39.97	413.52	-2.980	0.031	25.543	25.608	96.29	324.08	1073.42	-617.80	-9.60	-21.85	-0.52	-1.74	38.72	60.80	80.50	84.71	80.17	-0.003	0.006
325.860	39.94	414.14	-2.978	0.021	25.541	25.554	96.29	441.82	1134.62	-667.77	-13.32	-28.41	-0.66	-1.70	38.54	60.78	80.47	84.65	80.18	-0.001	0.008
325.880	39.92	414.57	-2.986	0.025	25.540	25.515	96.23	532.44	1230.31	-712.25	-9.41	-37.36	-0.75	-1.73	38.28	60.77	80.46	84.62	80.15	0.001	0.010
325.900	39.90	414.69	-2.978	0.030	25.541	25.493	96.23	585.26	1278.66	-716.28	-0.21	-38.23	-0.82	-1.79	38.03	60.75	80.46	84.60	80.18	0.002	0.011
325.920	39.87	414.96	-2.983	0.022	25.541	25.459	96.29	592.96	1237.67	-682.80	9.29	-29.97	-0.87	-1.81	37.79	60.74	80.38	84.58	80.15	0.003	0.012
325.940	39.84	415.67	-2.986	0.021	25.541	25.395	96.23	601.76	1144.41	-621.50	4.10	-17.42	-0.97	-1.84	37.46	60.77	80.33	84.44	80.18	0.006	0.014
325.960	39.84	416.80	-2.978	0.027	25.544	25.323	96.23	670.41	1069.20	-584.27	-9.53	-6.65	-1.15	-1.83	37.32	60.69	80.31	84.36	80.15	0.009	0.017
325.980	39.83	418.33	-2.980	0.025	25.538	25.228	96.23	783.07	1059.72	-603.74	-16.38	-8.99	-1.30	-1.76	37.12	60.66	80.25	84.27	80.16	0.012	0.021
326.000	39.86	419.65	-2.983	0.021	25.535	25.168	96.29	915.00	1104.27	-668.38	-14.14	-18.07	-1.37	-1.65	36.95	60.66	80.20	84.24	80.15	0.015	0.024
326.020	39.89	420.59	-2.983	0.014	25.535	25.130	96.23	1038.80	1148.83	-720.38	-15.92	-24.90	-1.44	-1.59	36.75	60.65	80.19	84.21	80.13	0.016	0.025
326.040	39.92	421.14	-2.984	0.021	25.533	25.115	96.36	1082.55	1169.36	-736.03	-11.03	-28.90	-1.47	-1.59	36.51	60.68	80.14	84.23	80.15	0.017	0.026
326.060	39.93	421.77	-2.977	0.028	25.534	25.086	96.23	1056.68	1141.98	-710.20	-0.31	-21.83	-1.49	-1.61	36.38	60.66	80.06	84.21	80.12	0.018	0.027
326.080	39.94	422.78	-2.978	0.031	25.531	25.032	96.29	1028.73	1052.99	-655.14	-0.26	-6.27	-1.57	-1.61	36.32	60.65	79.95	84.13	80.15	0.020	0.029
326.100	39.91	424.46	-2.975	0.027	25.534	24.915	96.23	1047.80	967.21	-620.89	-9.09	1.30	-1.69	-1.56	36.18	60.65	79.87	84.04	80.12	0.025	0.034
