TIRF Data File: Project 1320; Run 115
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
sec	kph	rpm	deg	deg	cm	cm	kPa	N	N	N	N-m	N-m	none	none	deg C	deg C	deg C	deg C	deg F	none	SAE
29.880	39.91	423.25	-0.002	0.024	25.079	25.018	96.29	1817.55	-45.55	-1501.25	17.98	23.96	-1.21	0.03	38.99	57.79	69.62	70.68	80.01	0.002	0.032
29.900	39.89	422.47	-0.006	0.021	25.074	25.052	96.23	1810.22	-36.74	-1564.22	15.86	11.37	-1.16	0.02	39.03	57.52	69.38	70.53	80.05	0.001	0.030
29.920	39.87	421.37	-0.003	0.021	25.074	25.103	96.29	1726.23	-10.16	-1588.21	21.30	7.37	-1.09	0.01	39.07	57.33	69.08	70.37	80.03	-0.001	0.028
29.940	39.85	419.97	-0.006	0.018	25.079	25.175	96.29	1602.01	5.81	-1569.81	35.38	8.52	-1.02	0.00	38.93	57.10	68.85	70.23	80.05	-0.004	0.025
29.960	39.84	418.91	-0.006	0.021	25.074	25.232	96.23	1478.58	-14.96	-1522.30	43.81	11.89	-0.97	0.01	39.09	56.85	68.55	69.97	80.04	-0.006	0.023
29.980	39.84	418.52	-0.006	0.021	25.074	25.259	96.23	1399.12	-36.23	-1460.38	34.67	25.98	-0.96	0.02	39.09	56.54	68.25	69.72	80.05	-0.007	0.022
30.000	39.88	418.25	-0.006	0.022	25.066	25.296	96.36	1364.00	-26.00	-1435.77	24.04	28.27	-0.95	0.02	39.07	56.25	67.96	69.47	80.08	-0.009	0.020
30.020	39.90	418.05	0.004	0.025	25.059	25.320	96.16	1334.25	-7.36	-1490.24	26.82	10.65	-0.90	0.00	39.07	56.00	67.68	69.23	80.04	-0.010	0.019
30.040	39.84	417.54	-0.006	0.021	25.056	25.318	96.23	1305.39	-12.45	-1554.80	18.25	3.12	-0.84	0.01	39.03	55.80	67.43	69.05	80.08	-0.010	0.019
30.060	39.83	416.53	-0.006	0.021	25.056	25.368	96.16	1248.84	10.49	-1591.45	20.44	1.51	-0.78	-0.01	39.01	55.55	67.21	68.86	80.04	-0.012	0.017
30.080	39.81	415.59	-0.002	0.021	25.056	25.413	96.29	1126.15	40.25	-1587.69	36.02	-5.94	-0.71	-0.03	38.97	55.37	66.96	68.66	80.07	-0.014	0.016
30.100	39.77	414.73	-0.003	0.024	25.052	25.445	96.23	1015.43	30.54	-1536.81	45.21	4.34	-0.66	-0.02	38.95	55.14	66.75	68.40	80.05	-0.015	0.014
30.120	39.75	414.18	-0.008	0.017	25.055	25.461	96.16	936.72	-0.24	-1475.99	40.69	19.24	-0.63	0.00	38.79	54.89	66.47	68.13	80.05	-0.016	0.014
30.140	39.74	413.91	-0.006	0.024	25.048	25.475	96.09	864.74	-4.46	-1445.44	29.86	18.81	-0.60	0.00	38.91	54.63	66.18	67.85	80.06	-0.017	0.013
30.160	39.75	413.64	-0.005	0.021	25.039	25.494	96.09	824.22	13.59	-1471.13	30.17	10.12	-0.56	-0.01	38.48	54.38	65.87	67.60	80.05	-0.018	0.012
30.180	39.74	413.17	0.001	0.021	25.039	25.517	95.96	771.54	16.31	-1529.41	28.57	-2.08	-0.50	-0.01	38.70	54.26	65.62	67.39	80.08	-0.019	0.011
30.200	39.73	412.39	-0.003	0.044	25.030	25.563	96.02	677.81	26.62	-1575.55	26.67	-8.03	-0.43	-0.02	38.66	54.12	65.38	67.21	80.04	-0.021	0.010
30.220	39.72	411.45	-0.003	0.021	25.035	25.615	96.02	576.06	58.37	-1583.68	35.74	-11.33	-0.36	-0.04	38.50	53.99	65.18	66.98	80.08	-0.023	0.008
30.240	39.71	410.74	-0.006	0.022	25.032	25.653	95.96	462.30	65.40	-1550.38	52.67	-10.68	-0.30	-0.04	38.48	53.84	64.92	66.75	80.05	-0.024	0.006
30.260	39.69	410.20	-0.002	0.021	25.031	25.669	95.89	356.62	34.76	-1478.79	51.42	3.01	-0.24	-0.02	38.42	53.65	64.69	66.52	80.07	-0.025	0.005
30.280	39.64	409.77	0.000	0.024	25.026	25.669	95.82	295.84	21.55	-1425.79	37.56	11.95	-0.21	-0.02	38.46	53.50	64.40	66.23	80.06	-0.025	0.005
30.300	39.63	409.49	-0.003	0.024	25.016	25.677	96.02	225.36	37.59	-1445.78	38.16	0.71	-0.16	-0.03	38.24	53.33	64.17	65.97	80.06	-0.026	0.005
30.320	39.60	408.87	-0.002	0.024	25.007	25.695	95.96	150.92	37.59	-1509.23	35.59	-6.24	-0.10	-0.02	38.16	53.27	63.93	65.75	80.09	-0.027	0.004
30.340	39.58	407.89	0.001	0.027	25.004	25.747	95.82	86.71	47.25	-1579.58	34.60	-9.36	-0.05	-0.03	38.13	53.20	63.77	65.56	80.05	-0.029	0.002
30.360	39.57	406.84	-0.003	0.025	25.002	25.808	95.96	-6.87	72.47	-1610.86	40.72	-19.10	0.00	-0.04	37.99	53.15	63.60	65.39	80.09	-0.031	0.000
30.380	39.57	405.90	0.005	0.028	25.002	25.868	95.89	-88.41	82.71	-1587.64	52.49	-16.86	0.06	-0.05	38.01	53.12	63.46	65.17	80.06	-0.033	-0.002
30.400	39.54	405.19	-0.003	0.021	25.005	25.888	95.89	-156.16	72.25	-1519.71	59.95	-6.57	0.10	-0.05	37.65	52.98	63.30	64.95	80.09	-0.034	-0.003
30.420	39.50	404.76	-0.003	0.022	25.003	25.891	95.82	-265.00	61.45	-1453.21	52.69	-0.36	0.18	-0.04	37.81	52.92	63.14	64.76	80.07	-0.034	-0.003
30.440	39.48	404.06	-0.003	0.027	24.996	25.921	95.89	-340.75	63.53	-1446.27	45.97	-2.71	0.24	-0.04	37.79	52.83	62.99	64.53	80.07	-0.036	-0.004
30.460	39.47	403.51	-0.006	0.024	24.987	25.950	95.96	-394.48	60.13	-1506.72	46.95	-14.17	0.26	-0.04	37.75	52.79	62.88	64.36	80.09	-0.037	-0.005
30.480	39.47	402.46	-0.012	0.021	24.988	26.018	95.82	-473.88	49.05	-1569.28	41.75	-16.50	0.30	-0.03	37.73	52.73	62.81	64.21	80.06	-0.040	-0.008
30.500	39.48	401.36	-0.005	0.027	24.984	26.095	95.82	-556.66	78.21	-1611.22	43.21	-20.22	0.35	-0.05	37.73	52.70	62.77	64.14	80.10	-0.043	-0.011
30.520	39.43	400.31	-0.003	0.021	24.988	26.136	95.89	-656.85	101.55	-1605.97	52.07	-29.68	0.41	-0.06	37.83	52.73	62.78	64.01	80.06	-0.044	-0.013
30.540	39.37	399.53	-0.005	0.022	24.983	26.144	95.89	-722.60	90.29	-1560.39	59.78	-20.96	0.46	-0.06	37.61	52.68	62.78	63.88	80.10	-0.044	-0.013
30.560	39.36	399.06	0.005	0.025	24.989	26.168	95.76	-732.05	77.89	-1485.76	53.76	-5.57	0.49	-0.05	37.91	52.63	62.81	63.75	80.06	-0.045	-0.014
30.580	39.31	398.90	0.005	0.025	24.983	26.148	95.89	-768.07	82.62	-1439.27	42.27	-7.61	0.53	-0.06	37.95	52.60	62.78	63.57	80.09	-0.045	-0.013
30.600	39.29	398.47	0.004	0.024	24.975	26.157	95.82	-816.40	83.47	-1472.63	45.54	-13.20	0.55	-0.06	37.95	52.51	62.78	63.46	80.08	-0.045	-0.013
30.620	39.27	397.89	0.000	0.024	24.969	26.186	95.96	-883.12	61.38	-1541.86	45.57	-21.18	0.57	-0.04	37.85	52.47	62.77	63.34	80.08	-0.046	-0.014
30.640	39.28	397.18	0.004	0.028	24.966	26.239	95.96	-969.25	55.06	-1587.88	38.10	-31.14	0.61	-0.03	37.95	52.49	62.86	63.29	80.09	-0.049	-0.016
30.660	39.28	396.52	0.008	0.025	24.969	26.280	95.89	-1052.72	85.12	-1597.47	42.31	-33.18	0.66	-0.05	38.03	52.48	62.94	63.24	80.06	-0.050	-0.018
30.680	39.27	395.93	-0.002	0.024	24.969	26.316	95.89	-1150.06	103.06	-1573.78	55.07	-31.59	0.73	-0.07	38.05	52.54	63.03	63.18	80.10	-0.051	-0.019
30.700	39.29	395.38	-0.002	0.021	24.968	26.368	95.96	-1233.29	84.19	-1522.54	58.80	-21.84	0.81	-0.06	38.07	52.52	63.11	63.13	80.05	-0.053	-0.021
30.720	39.31	395.11	-0.002	0.025	24.965	26.399	95.96	-1292.57	74.48	-1456.45	46.18	-9.78	0.89	-0.05	38.07	52.48	63.11	62.98	80.10	-0.054	-0.022
30.740	39.36	394.72	0.004	0.027	24.961	26.453	95.82	-1394.58	91.25	-1442.37	42.28	-17.39	0.97	-0.06	38.18	52.48	63.14	62.85	80.07	-0.056	-0.024
30.760	39.39	394.29	0.004	0.022	24.950	26.507	95.89	-1526.50	77.82	-1494.98	46.83	-29.11	1.02	-0.05	38.01	52.45	63.18	62.76	80.09	-0.059	-0.026
30.780	39.45	393.70	-0.003	0.024	24.946	26.587	95.96	-1637.03	48.06	-1539.14	37.35	-30.88	1.06	-0.03	37.93	52.44	63.19	62.72	80.09	-0.062	-0.029
30.800	39.50	393.27	0.007	0.028	24.939	26.648	95.82	-1774.90	71.08	-1568.62	35.16	-41.97	1.13	-0.05	37.97	52.47	63.25	62.71	80.08	-0.064	-0.032
30.820	39.58	392.92	0.008	0.025	24.940	26.728	95.89	-1910.97	98.69	-1565.47	45.27	-47.31	1.22	-0.06	37.95	52.52	63.32	62.66	80.11	-0.067	-0.034
30.840	39.68	392.84	0.013	0.030	24.937	26.796	95.82	-1986.41	101.37	-1540.12	58.59	-35.28	1.29	-0.07	37.89	52.55	63.40	62.65	80.08	-0.069	-0.037
30.860	39.77	392.77	0.007	0.030	24.931	26.868	95.89	-2054.18	89.87	-1488.65	55.95	-22.82	1.38	-0.06	37.89	52.54	63.40	62.59	80.13	-0.072	-0.039
30.880	39.83	392.53	0.011	0.025	24.924	26.922	95.82	-2158.93	94.84	-1445.86	44.36	-19.44	1.49	-0.07	38.03	52.55	63.36	62.57	80.09	-0.074	-0.041
30.900	39.91	391.95	0.008	0.030	24.913	27.016	95.89	-2291.07	108.91	-1452.24	42.32	-27.75	1.58	-0.07	37.99	52.51	63.36	62.53	80.12	-0.078	-0.045
30.920	39.99	391.16	0.008	0.024	24.903	27.127	95.89	-2449.22	96.87	-1499.61	43.77	-40.11	1.63	-0.06	37.75	52.52	63.32	62.55	80.11	-0.082	-0.049
30.940	40.08	390.23	0.017	0.022	24.899	27.249	95.89	-2584.68	81.18	-1549.57	40.70	-43.87	1.67	-0.05	37.71	52.63	63.36	62.65	80.11	-0.086	-0.053
30.960	40.18	389.33	0.010	0.027	24.890	27.382	95.76	-2733.90	90.43	-1556.56	37.20	-50.23	1.76	-0.06	37.50	52.73	63.36	62.72	80.12	-0.091	-0.057
30.980	40.27	388.55	0.008	0.027	24.884	27.500	95.82	-2847.89	113.20	-1549.89	50.10	-56.28	1.84	-0.07	37.59	52.82	63.41	62.84	80.10	-0.095	-0.062
31.000	40.30	387.88	0.010	0.028	24.882	27.567	95.76	-2880.28	109.51	-1520.20	61.54	-43.97	1.89	-0.07	37.52	52.87	63.41	62.95	80.13	-0.097	-0.064
31.020	40.32	386.75	0.010	0.024	24.875	27.660	95.89	-2914.22	105.40	-1467.69	52.50	-30.42	1.99	-0.07	37.58	52.90	63.46	63.01	80.09	-0.101	-0.067
31.040	40.34	385.15	0.011	0.034	24.859	27.791	95.96	-2995.02	116.34	-1444.16	40.87	-34.02	2.07	-0.08	37.54	52.95	63.41	63.08	80.12	-0.106	-0.071
31.060	40.34	383.03	0.011	0.033	24.848	27.945	95.89	-3087.05	108.91	-1470.59	39.87	-42.66	2.10	-0.07	37.50	53.04	63.44	63.15	80.11	-0.111	-0.076
31.080	40.32	380.65	0.013	0.031	24.840	28.100	95.76	-3188.82	85.68	-1526.57	43.28	-47.84	2.09	-0.06	37.42	53.17	63.47	63.30	80.10	-0.116	-0.082
31.100	40.27	378.31	0.014	0.027	24.835	28.245	95.82	-3277.99	69.81	-1566.72	37.11	-54.03	2.09	-0.04	37.36	53.30	63.55	63.52	80.11	-0.121	-0.086
31.120	40.25	376.04	0.011	0.027	24.829	28.395	95.89	-3340.50	74.12	-1579.32	38.38	-62.72	2.12	-0.05	37.54	53.55	63.69	63.73	80.09	-0.126	-0.091
31.140	40.19	374.12	0.011	0.025	24.830	28.504	95.82	-3355.80	76.59	-1582.17	52.37	-63.13	2.12	-0.05	37.32	53.71	63.84	63.97	80.13	-0.129	-0.095
31.160	40.12	372.13	0.011	0.028	24.829	28.607	95.82	-3340.60	71.92	-1552.50	57.71	-49.50	2.15	-0.05	37.36	53.94	63.98	64.15	80.09	-0.132	-0.098
31.180	40.06	369.98	0.005	0.024	24.824	28.730	95.89	-3331.20	78.06	-1504.32	49.29	-37.95	2.21	-0.05	37.34	54.07	64.17	64.30	80.13	-0.136	-0.102
31.200	40.01	367.83	0.017	0.025	24.816	28.861	95.89	-3338.82	86.85	-1493.06	40.25	-37.90	2.24	-0.06	37.22	54.20	64.31	64.44	80.09	-0.140	-0.106
31.220	39.96	365.49	0.008	0.025	24.816	29.009	95.82	-3358.99	75.69	-1528.20	37.85	-46.19	2.20	-0.05	37.22	54.38	64.48	64.60	80.11	-0.145	-0.110
31.240	39.91	363.14	0.010	0.028	24.811	29.155	95.82	-3422.81	48.93	-1573.96	43.68	-55.31	2.17	-0.03	37.16	54.61	64.66	64.82	80.12	-0.149	-0.115
31.260	39.85	360.91	0.007	0.025	24.808	29.297	95.82	-3491.40	35.95	-1603.50	43.75	-57.46	2.18	-0.02	37.18	54.86	64.88	65.08	80.11	-0.153	-0.119
31.280	39.80	359.43	0.017	0.034	24.808	29.381	95.96	-3521.61	41.40	-1610.62	40.43	-62.56	2.19	-0.03	37.16	55.13	65.11	65.30	80.13	-0.156	-0.122
31.300	39.77	358.41	0.011	0.030	24.809	29.443	95.96	-3494.52	45.00	-1617.15	49.15	-69.34	2.16	-0.03	37.18	55.39	65.38	65.55	80.10	-0.157	-0.123
31.320	39.77	357.71	0.008	0.025	24.816	29.501	95.89	-3417.11	40.32	-1600.11	60.35	-57.18	2.14	-0.03	37.18	55.64	65.59	65.76	80.13	-0.159	-0.125
31.340	39.80	356.73	0.016	0.030	24.813	29.599	95.89	-3349.81	54.00	-1549.48	57.92	-37.98	2.16	-0.03	37.24	55.81	65.81	65.98	80.10	-0.162	-0.128
31.360	39.81	355.72	0.005	0.027	24.818	29.691	95.82	-3343.85	65.47	-1506.72	42.97	-36.27	2.22	-0.04	37.52	56.02	66.01	66.14	80.13	-0.164	-0.131
31.380	39.83	354.31	0.010	0.024	24.820	29.826	95.89	-3365.14	53.57	-1513.40	35.46	-45.05	2.22	-0.04	37.36	56.16	66.17	66.27	80.10	-0.168	-0.135
31.400	39.86	353.02	0.016	0.028	24.819	29.960	95.89	-3416.81	38.56	-1552.46	42.48	-52.41	2.20	-0.02	37.40	56.38	66.36	66.47	80.11	-0.172	-0.139
31.420	39.92	351.81	0.016	0.031	24.813	30.105	95.89	-3483.45	30.47	-1583.31	46.90	-58.08	2.20	-0.02	37.52	56.60	66.56	66.68	80.12	-0.176	-0.143
31.440	39.98	351.03	0.016	0.039	24.813	30.214	96.02	-3515.44	28.32	-1604.96	43.99	-63.75	2.19	-0.02	37.48	56.91	66.77	66.92	80.09	-0.179	-0.146
31.460	40.00	350.75	0.017	0.031	24.819	30.259	95.96	-3488.97	26.22	-1614.51	45.50	-69.37	2.16	-0.02	37.52	57.16	66.99	67.17	80.12	-0.180	-0.147
31.480	40.03	350.52	0.011	0.028	24.821	30.300	96.09	-3424.24	26.99	-1603.51	53.69	-64.56	2.14	-0.02	37.59	57.43	67.22	67.37	80.10	-0.181	-0.148
31.500	40.08	350.28	0.008	0.028	24.825	30.356	96.09	-3382.87	38.29	-1562.39	63.04	-48.55	2.17	-0.02	37.61	57.67	67.43	67.53	80.14	-0.182	-0.150
31.520	40.14	349.81	0.013	0.022	24.828	30.443	96.09	-3384.15	50.72	-1509.59	55.63	-38.30	2.24	-0.03	37.69	57.84	67.59	67.69	80.11	-0.184	-0.152
31.540	40.18	349.07	0.013	0.027	24.826	30.536	96.09	-3378.05	49.59	-1484.78	38.76	-39.27	2.28	-0.03	37.52	57.99	67.73	67.79	80.12	-0.187	-0.155
31.560	40.20	348.17	0.010	0.033	24.822	30.632	96.16	-3399.42	40.53	-1514.68	38.50	-50.53	2.24	-0.03	37.61	58.18	67.85	67.94	80.11	-0.190	-0.157
31.580	40.25	347.24	0.019	0.027	24.818	30.751	96.23	-3477.11	28.53	-1555.49	49.36	-59.16	2.24	-0.02	37.63	58.38	68.01	68.10	80.11	-0.193	-0.161
31.600	40.28	346.49	0.008	0.025	24.818	30.842	96.29	-3514.83	18.78	-1579.85	43.72	-58.84	2.22	-0.01	37.79	58.62	68.23	68.30	80.13	-0.195	-0.163
31.620	40.32	345.83	0.010	0.025	24.814	30.930	96.23	-3494.46	28.21	-1600.09	38.69	-64.22	2.18	-0.02	37.59	58.87	68.39	68.53	80.10	-0.198	-0.166
31.640	40.34	345.55	0.016	0.027	24.814	30.975	96.29	-3474.99	33.20	-1612.18	48.65	-70.48	2.16	-0.02	37.59	59.12	68.61	68.72	80.13	-0.199	-0.167
31.660	40.34	345.05	0.013	0.039	24.815	31.018	96.23	-3455.49	34.17	-1588.35	61.87	-58.34	2.18	-0.02	37.52	59.32	68.77	68.95	80.09	-0.200	-0.168
31.680	40.35	344.66	0.005	0.028	24.817	31.063	96.16	-3438.39	40.53	-1529.84	60.11	-41.15	2.25	-0.03	37.50	59.51	68.93	69.07	80.12	-0.201	-0.169
31.700	40.34	344.03	0.013	0.031	24.815	31.113	96.29	-3436.73	43.67	-1485.36	45.13	-37.22	2.31	-0.03	37.50	59.64	69.05	69.18	80.09	-0.202	-0.170
31.720	40.33	343.29	0.013	0.021	24.819	31.173	96.23	-3427.23	42.14	-1491.14	38.02	-42.56	2.30	-0.03	37.71	59.83	69.21	69.29	80.12	-0.204	-0.172
31.740	40.32	342.51	0.014	0.036	24.810	31.237	96.29	-3462.65	35.25	-1535.71	43.86	-51.98	2.25	-0.02	37.54	59.98	69.38	69.42	80.12	-0.206	-0.174
31.760	40.31	341.72	0.010	0.025	24.806	31.297	96.23	-3500.52	18.08	-1572.86	44.47	-56.39	2.23	-0.01	37.52	60.15	69.56	69.53	80.10	-0.207	-0.175
31.780	40.30	340.90	0.011	0.021	24.807	31.362	96.23	-3522.09	22.87	-1603.11	41.48	-57.18	2.20	-0.01	37.67	60.37	69.76	69.72	80.12	-0.209	-0.177
31.800	40.30	340.40	0.014	0.027	24.804	31.409	96.29	-3535.87	33.21	-1617.48	41.76	-62.06	2.19	-0.02	37.67	60.59	70.00	69.85	80.09	-0.210	-0.178
31.820	40.29	340.04	0.011	0.030	24.807	31.437	96.29	-3511.66	38.16	-1619.68	50.09	-63.52	2.17	-0.02	37.71	60.77	70.22	70.07	80.13	-0.211	-0.179
31.840	40.30	339.77	0.011	0.024	24.812	31.466	96.16	-3442.67	37.68	-1598.86	61.88	-54.10	2.15	-0.02	37.73	60.93	70.41	70.14	80.09	-0.211	-0.180
31.860	40.26	339.22	0.008	0.025	24.814	31.492	96.23	-3370.83	49.32	-1554.79	60.94	-37.78	2.17	-0.03	37.75	61.07	70.58	70.24	80.12	-0.212	-0.180
31.880	40.25	338.36	0.016	0.031	24.819	31.564	96.29	-3316.22	52.23	-1519.27	43.74	-30.39	2.18	-0.03	37.77	61.19	70.77	70.29	80.12	-0.214	-0.182
31.900	40.25	337.27	0.013	0.025	24.818	31.667	96.09	-3309.45	43.66	-1523.51	33.42	-43.58	2.17	-0.03	37.83	61.31	70.89	70.34	80.12	-0.216	-0.185
31.920	40.27	335.82	0.013	0.031	24.817	31.818	96.16	-3348.02	33.46	-1563.82	41.56	-55.86	2.14	-0.02	37.83	61.42	71.05	70.43	80.12	-0.220	-0.189
31.940	40.30	334.42	0.017	0.030	24.819	31.970	96.23	-3378.77	30.95	-1598.95	50.26	-53.15	2.11	-0.02	37.79	61.53	71.21	70.58	80.10	-0.224	-0.193
31.960	40.28	333.40	0.013	0.027	24.818	32.053	96.09	-3410.56	27.38	-1614.12	43.15	-57.28	2.11	-0.02	37.81	61.69	71.43	70.73	80.13	-0.226	-0.195
31.980	40.23	332.85	0.017	0.030	24.821	32.068	96.16	-3431.73	22.45	-1616.62	39.25	-68.42	2.12	-0.01	38.07	61.83	71.59	70.88	80.09	-0.226	-0.195
32.000	40.21	332.77	0.016	0.030	24.827	32.057	96.23	-3400.26	32.34	-1604.97	50.11	-66.37	2.12	-0.02	37.79	61.89	71.76	71.02	80.13	-0.226	-0.195
32.020	40.18	333.01	0.019	0.030	24.831	32.012	96.23	-3334.29	52.73	-1584.49	67.84	-52.13	2.10	-0.03	37.73	61.98	71.89	71.14	80.10	-0.224	-0.194
32.040	40.16	333.05	0.011	0.027	24.835	31.994	96.29	-3273.29	47.76	-1540.90	63.81	-37.24	2.12	-0.03	37.83	62.04	71.95	71.29	80.12	-0.224	-0.193
32.060	40.16	332.93	0.013	0.027	24.837	32.005	96.23	-3244.11	31.39	-1499.28	44.81	-32.63	2.16	-0.02	37.79	62.07	72.00	71.37	80.12	-0.224	-0.194
32.080	40.16	332.50	0.010	0.028	24.837	32.043	96.23	-3269.20	31.92	-1490.81	36.39	-42.82	2.19	-0.02	37.77	62.11	72.04	71.44	80.09	-0.225	-0.195
32.100	40.16	332.03	0.010	0.021	24.833	32.092	96.23	-3333.88	37.82	-1517.28	44.85	-54.67	2.20	-0.02	37.81	62.16	72.11	71.55	80.12	-0.226	-0.196
32.120	40.16	331.60	0.019	0.027	24.827	32.133	96.16	-3374.92	25.50	-1558.96	50.69	-59.01	2.16	-0.02	37.83	62.27	72.25	71.72	80.09	-0.227	-0.197
32.140	40.14	331.49	0.010	0.030	24.827	32.126	96.29	-3378.66	9.29	-1591.99	41.44	-60.50	2.12	-0.01	37.79	62.35	72.34	71.88	80.13	-0.227	-0.197
32.160	40.14	331.60	0.019	0.030	24.825	32.115	96.23	-3356.23	19.49	-1602.39	38.19	-63.98	2.09	-0.01	37.77	62.48	72.49	72.05	80.09	-0.227	-0.196
32.180	40.14	331.60	0.013	0.031	24.825	32.115	96.16	-3333.02	41.88	-1603.89	52.45	-68.27	2.08	-0.03	37.63	62.52	72.64	72.27	80.12	-0.227	-0.196
32.200	40.13	331.52	0.011	0.030	24.831	32.115	96.23	-3312.07	36.70	-1584.15	65.70	-58.20	2.09	-0.02	37.83	62.58	72.75	72.42	80.11	-0.227	-0.196
32.220	40.14	331.17	0.011	0.025	24.832	32.160	96.16	-3279.08	23.49	-1535.22	59.32	-38.41	2.14	-0.02	37.81	62.59	72.83	72.55	80.11	-0.228	-0.198
32.240	40.16	330.63	0.011	0.024	24.830	32.225	96.23	-3271.26	34.86	-1482.83	40.28	-35.64	2.21	-0.02	38.09	62.65	72.96	72.66	80.12	-0.229	-0.199
32.260	40.18	329.84	0.013	0.031	24.825	32.316	96.23	-3285.15	43.64	-1482.77	34.34	-47.19	2.22	-0.03	38.13	62.70	72.99	72.76	80.09	-0.232	-0.201
32.280	40.21	328.98	0.019	0.031	24.821	32.427	96.29	-3317.11	32.13	-1530.74	44.58	-54.10	2.17	-0.02	38.16	62.75	73.05	72.87	80.13	-0.235	-0.204
32.300	40.25	328.05	0.004	0.030	24.815	32.553	96.23	-3346.15	5.20	-1572.22	45.08	-56.57	2.13	0.00	38.22	62.89	73.18	73.01	80.09	-0.238	-0.207
32.320	40.25	327.30	0.010	0.027	24.814	32.623	96.16	-3365.89	12.72	-1605.27	41.90	-59.72	2.10	-0.01	38.30	62.94	73.35	73.15	80.12	-0.239	-0.209
32.340	40.24	326.72	0.007	0.024	24.818	32.674	96.16	-3383.39	34.19	-1613.23	42.06	-65.74	2.10	-0.02	38.32	63.06	73.53	73.34	80.10	-0.240	-0.210
32.360	40.24	326.40	0.014	0.030	24.817	32.706	96.16	-3383.71	35.73	-1611.04	49.67	-68.31	2.10	-0.02	38.58	63.18	73.68	73.50	80.11	-0.241	-0.211
32.380	40.24	326.29	0.014	0.027	24.816	32.721	96.29	-3336.48	22.09	-1595.06	59.38	-57.11	2.09	-0.01	38.36	63.25	73.82	73.63	80.12	-0.242	-0.211
32.400	40.26	326.17	0.008	0.024	24.820	32.748	96.23	-3284.65	27.70	-1550.83	62.29	-40.63	2.12	-0.02	38.34	63.32	73.93	73.76	80.09	-0.242	-0.212
32.420	40.28	325.86	0.010	0.027	24.820	32.799	96.16	-3268.69	37.13	-1505.15	50.83	-32.77	2.17	-0.02	38.40	63.34	74.03	73.82	80.13	-0.243	-0.213
32.440	40.27	325.39	0.011	0.027	24.820	32.834	96.16	-3255.97	32.57	-1487.60	35.32	-37.67	2.19	-0.02	38.44	63.44	74.14	73.91	80.10	-0.244	-0.214
32.460	40.23	324.65	0.011	0.022	24.817	32.879	96.23	-3273.99	23.66	-1527.83	39.32	-51.59	2.14	-0.02	38.44	63.53	74.22	74.01	80.13	-0.245	-0.215
32.480	40.20	323.79	0.010	0.027	24.814	32.943	96.23	-3324.25	16.33	-1570.16	49.48	-57.81	2.12	-0.01	38.42	63.59	74.36	74.13	80.10	-0.247	-0.217
32.500	40.18	323.08	0.016	0.033	24.812	32.996	96.23	-3359.63	16.98	-1595.49	47.25	-53.49	2.11	-0.01	38.48	63.75	74.50	74.27	80.12	-0.248	-0.218
32.520	40.15	322.73	0.013	0.025	24.814	33.009	96.16	-3385.46	32.12	-1603.35	41.26	-60.05	2.11	-0.02	38.42	63.88	74.69	74.49	80.11	-0.248	-0.218
32.540	40.13	322.73	0.013	0.027	24.816	32.994	96.16	-3393.57	32.93	-1609.77	46.80	-69.28	2.11	-0.02	38.44	63.98	74.88	74.65	80.11	-0.248	-0.218
32.560	40.12	322.89	0.010	0.022	24.821	32.970	96.16	-3358.10	21.48	-1601.25	59.71	-61.83	2.10	-0.01	38.46	64.11	75.07	74.84	80.13	-0.247	-0.217
32.580	40.11	323.04	0.014	0.030	24.821	32.939	96.16	-3287.68	26.98	-1564.54	63.83	-44.19	2.10	-0.02	38.56	64.23	75.23	74.92	80.10	-0.246	-0.216
32.600	40.10	322.81	0.014	0.025	24.822	32.959	96.16	-3224.00	39.07	-1514.62	50.59	-31.26	2.13	-0.03	38.36	64.23	75.31	75.02	80.13	-0.247	-0.217
32.620	40.10	322.38	0.013	0.025	24.820	32.999	96.23	-3219.64	31.78	-1491.45	34.91	-35.72	2.16	-0.02	38.70	64.30	75.45	75.10	80.09	-0.248	-0.218
32.640	40.11	321.60	0.005	0.027	24.816	33.087	96.29	-3258.42	21.48	-1517.42	36.89	-47.37	2.15	-0.01	38.73	64.39	75.54	75.14	80.13	-0.250	-0.220
32.660	40.12	320.78	0.008	0.027	24.812	33.183	96.23	-3297.48	16.91	-1560.17	46.80	-51.78	2.11	-0.01	38.79	64.49	75.73	75.20	80.11	-0.252	-0.222
32.680	40.12	319.96	0.011	0.028	24.811	33.268	96.23	-3319.72	15.54	-1595.90	48.27	-52.63	2.08	-0.01	38.83	64.61	75.89	75.29	80.12	-0.254	-0.224
32.700	40.13	319.57	0.008	0.030	24.811	33.320	96.16	-3328.30	17.46	-1625.63	44.36	-57.69	2.05	-0.01	38.85	64.79	76.08	75.40	80.11	-0.255	-0.225
32.720	40.15	319.41	0.016	0.027	24.816	33.348	96.09	-3305.67	22.20	-1634.59	43.36	-60.35	2.02	-0.01	38.89	64.90	76.30	75.50	80.10	-0.256	-0.226
32.740	40.16	319.37	0.013	0.030	24.821	33.364	96.16	-3290.12	31.36	-1616.55	51.21	-62.94	2.04	-0.02	38.66	64.96	76.47	75.63	80.13	-0.256	-0.226
